work_id,mp_name,state,district,constituency,work_title,work_category,work_description,recommendation_date,sanction_date,start_date,expected_completion_date,actual_completion_date,status,sanctioned_amount,estimated_cost,actual_expenditure,physical_progress,financial_progress,latitude,longitude,village,ward,beneficiary_area,implementing_agency,vendor,last_update_date,completion_certificate,utilization_certificate,audit_certificate,photo_available,asset_register_entry,data_source
MPLAD-KA-2024-0043,Hon. Member of Parliament (Bengaluru Rural Parliamentary),Karnataka,Bengaluru Rural,Bengaluru Rural Parliamentary,Construction of Community RO Water Filtration Plant at Shivaji Nagar,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-04-11,2024-05-12,2024-06-05,2024-09-04,,IN_PROGRESS,715000.0,715000.0,187330.0,32.6,26.2,13.245719,77.569367,Gram Hanuman Chowk,Ward 28,Bengaluru Rural Block 1,District Urban Development Agency (DUDA),Registered Contractor V-130 Pvt Ltd,2026-08-09,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0044,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,"Modernization of School Boundary Wall and Playground, Ward 4",School Infrastructure & Classrooms,Standard infrastructure project under MPLADS guidelines for school infrastructure & classrooms to improve citizen access and public amenity.,2024-02-26,2024-03-20,2024-04-12,2024-11-08,,IN_PROGRESS,1973000.0,1973000.0,866147.0,33.4,43.9,12.264807,76.626914,Gram Hanuman Chowk,Ward 8,Mysuru Block 1,Public Health Engineering Department (PHED),Registered Contractor V-144 Pvt Ltd,2026-05-30,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0045,Hon. Member of Parliament (Varanasi Parliamentary),Uttar Pradesh,Varanasi,Varanasi Parliamentary,Development of Community Sanitary Complex with Septic Facility,Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-08-29,2024-10-16,2024-11-09,2025-05-28,,IN_PROGRESS,756000.0,756000.0,390852.0,50.7,51.7,25.354135,82.992326,Gram Govt Hospital,Ward 22,Varanasi Block 1,Public Health Engineering Department (PHED),Registered Contractor V-158 Pvt Ltd,2026-08-09,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0046,Hon. Member of Parliament (Pune Parliamentary),Maharashtra,Pune,Pune Parliamentary,Construction of Community RO Water Filtration Plant at Shivaji Nagar,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-02-19,2024-03-10,2024-04-07,2024-09-01,,IN_PROGRESS,731000.0,731000.0,341377.0,53.2,46.7,18.609271,73.845343,Gram Hanuman Chowk,Ward 22,Pune Block 2,Zila Parishad Engineering Wing,Registered Contractor V-110 Pvt Ltd,2026-08-01,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0047,Hon. Member of Parliament (Bengaluru Rural Parliamentary),Karnataka,Bengaluru Rural,Bengaluru Rural Parliamentary,"Construction of Separate Girls Sanitation Facility at Govt High School, Railway Crossing",School Infrastructure & Classrooms,Standard infrastructure project under MPLADS guidelines for school infrastructure & classrooms to improve citizen access and public amenity.,2024-03-07,2024-04-05,2024-05-19,2024-09-20,,IN_PROGRESS,2138000.0,2138000.0,525948.0,29.3,24.6,13.173599,77.616675,Gram Shivaji Nagar,Ward 10,Bengaluru Rural Block 6,Gram Panchayat Works Division,Registered Contractor V-170 Pvt Ltd,2026-08-01,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0048,Hon. Member of Parliament (Lucknow Parliamentary),Uttar Pradesh,Lucknow,Lucknow Parliamentary,"Construction of Underground Drainage System at Shastri Colony, Ward 15",Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-05-01,2024-05-26,2024-06-29,2024-10-02,,IN_PROGRESS,745000.0,745000.0,497660.0,52.0,66.8,26.81635,80.967817,Gram Kisan Mandi,Ward 22,Lucknow Block 3,Zila Parishad Engineering Wing,Registered Contractor V-164 Pvt Ltd,2026-06-29,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-RA-2024-0049,Hon. Member of Parliament (Jaipur Parliamentary),Rajasthan,Jaipur,Jaipur Parliamentary,"Modernization of School Boundary Wall and Playground, Ward 23",School Infrastructure & Classrooms,Standard infrastructure project under MPLADS guidelines for school infrastructure & classrooms to improve citizen access and public amenity.,2024-08-31,2024-10-07,2024-10-27,2025-04-09,,IN_PROGRESS,1889000.0,1889000.0,1520645.0,73.9,80.5,26.92032,75.816959,Gram Shastri Colony,Ward 4,Jaipur Block 2,Zila Parishad Engineering Wing,Registered Contractor V-157 Pvt Ltd,2026-07-26,False,True,False,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0050,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,"Construction of 2 Additional Classrooms in Govt Upper Primary School, Kisan Mandi",School Infrastructure & Classrooms,Standard infrastructure project under MPLADS guidelines for school infrastructure & classrooms to improve citizen access and public amenity.,2024-08-05,2024-09-29,2024-10-15,2025-03-12,2025-03-17,COMPLETED,2144000.0,2144000.0,2084883.34,100.0,100.0,12.25321,76.676127,Gram Shastri Colony,Ward 28,Mysuru Block 5,District Urban Development Agency (DUDA),Registered Contractor V-152 Pvt Ltd,2025-03-02,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0051,Hon. Member of Parliament (Lucknow Parliamentary),Uttar Pradesh,Lucknow,Lucknow Parliamentary,Development of Approach Road connecting Main Chauraha Main Gate,Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-04-11,2024-06-09,2024-07-18,2024-12-18,,IN_PROGRESS,1822000.0,1822000.0,1209808.0,70.6,66.4,26.812586,80.973748,Gram Main Chauraha,Ward 23,Lucknow Block 4,Public Works Department (PWD) Rural,Registered Contractor V-167 Pvt Ltd,2026-07-24,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-RA-2024-0052,Hon. Member of Parliament (Jaipur Parliamentary),Rajasthan,Jaipur,Jaipur Parliamentary,Development of Community Sanitary Complex with Septic Facility,Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-03-29,2024-05-23,2024-06-07,2024-11-14,,IN_PROGRESS,682000.0,682000.0,295306.0,38.5,43.3,26.883676,75.821018,Gram Railway Crossing,Ward 30,Jaipur Block 6,Public Works Department (PWD) Rural,Registered Contractor V-121 Pvt Ltd,2026-08-07,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0053,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,"Modernization of School Boundary Wall and Playground, Ward 9",School Infrastructure & Classrooms,Standard infrastructure project under MPLADS guidelines for school infrastructure & classrooms to improve citizen access and public amenity.,2024-03-12,2024-04-30,2024-06-01,2024-09-17,,IN_PROGRESS,1796000.0,1796000.0,1443984.0,80.3,80.4,12.324572,76.705788,Gram Kisan Mandi,Ward 26,Mysuru Block 4,Public Health Engineering Department (PHED),Registered Contractor V-161 Pvt Ltd,2026-07-13,False,True,False,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0054,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,Laying of Interlocking Tile Road at Gandhi Park Sector 22,Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-08-11,2024-10-07,2024-11-09,2025-05-02,,IN_PROGRESS,1443000.0,1443000.0,496392.0,33.9,34.4,12.269419,76.608267,Gram Market Yard,Ward 15,Mysuru Block 3,District Urban Development Agency (DUDA),Registered Contractor V-139 Pvt Ltd,2026-07-30,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0055,Hon. Member of Parliament (Pune Parliamentary),Maharashtra,Pune,Pune Parliamentary,Development of Community Sanitary Complex with Septic Facility,Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-08-16,2024-10-01,2024-10-17,2025-02-24,,IN_PROGRESS,672000.0,672000.0,481824.0,67.3,71.7,18.517701,73.86864,Gram Gandhi Park,Ward 19,Pune Block 3,Public Health Engineering Department (PHED),Registered Contractor V-130 Pvt Ltd,2026-07-29,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-RA-2024-0056,Hon. Member of Parliament (Jodhpur Parliamentary),Rajasthan,Jodhpur,Jodhpur Parliamentary,Development of Approach Road connecting Ambedkar Nagar Main Gate,Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-01-13,2024-02-11,2024-03-10,2024-09-27,,IN_PROGRESS,1879000.0,1879000.0,636981.0,34.3,33.9,26.267851,73.024755,Gram Shastri Colony,Ward 3,Jodhpur Block 3,Zila Parishad Engineering Wing,Registered Contractor V-159 Pvt Ltd,2026-08-02,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0057,Hon. Member of Parliament (Lucknow Parliamentary),Uttar Pradesh,Lucknow,Lucknow Parliamentary,"Construction of 2 Additional Classrooms in Govt Upper Primary School, Hanuman Chowk",School Infrastructure & Classrooms,Standard infrastructure project under MPLADS guidelines for school infrastructure & classrooms to improve citizen access and public amenity.,2024-06-16,2024-07-10,2024-08-01,2025-01-18,,IN_PROGRESS,1989000.0,1989000.0,763776.0,42.2,38.4,26.837437,81.041406,Gram Railway Crossing,Ward 6,Lucknow Block 6,Zila Parishad Engineering Wing,Registered Contractor V-105 Pvt Ltd,2026-08-08,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0058,Hon. Member of Parliament (Bengaluru Rural Parliamentary),Karnataka,Bengaluru Rural,Bengaluru Rural Parliamentary,Laying of Interlocking Tile Road at Panchayat Bhavan Sector 12,Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-03-25,2024-05-06,2024-06-01,2024-10-24,2024-11-04,COMPLETED,1693000.0,1693000.0,1767569.64,100.0,100.0,13.193999,77.537519,Gram Navodaya Vidyalaya,Ward 13,Bengaluru Rural Block 5,District Urban Development Agency (DUDA),Registered Contractor V-108 Pvt Ltd,2024-10-06,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0059,Hon. Member of Parliament (Nagpur Parliamentary),Maharashtra,Nagpur,Nagpur Parliamentary,Development of Community Sanitary Complex with Septic Facility,Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-05-07,2024-07-06,2024-07-29,2024-12-24,2025-01-07,COMPLETED,615000.0,615000.0,607933.51,100.0,100.0,21.141455,79.114112,Gram Hanuman Chowk,Ward 15,Nagpur Block 3,Public Works Department (PWD) Rural,Registered Contractor V-130 Pvt Ltd,2024-12-22,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0060,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,Erection of Senior Citizen Pavilion at Ambedkar Nagar Panchayat,Community Hall & Cultural Centers,Standard infrastructure project under MPLADS guidelines for community hall & cultural centers to improve citizen access and public amenity.,2024-02-29,2024-04-13,2024-05-25,2024-10-23,2024-11-13,COMPLETED,2647000.0,2647000.0,2559514.73,100.0,100.0,12.322997,76.623772,Gram Ram Mandir,Ward 27,Mysuru Block 6,Public Health Engineering Department (PHED),Registered Contractor V-139 Pvt Ltd,2024-10-09,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0061,Hon. Member of Parliament (Lucknow Parliamentary),Uttar Pradesh,Lucknow,Lucknow Parliamentary,Upgradation and Tarring of Rural Link Road near Bus Stand,Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-08-30,2024-10-27,2024-12-04,2025-05-06,,IN_PROGRESS,1721000.0,1721000.0,1430151.0,79.2,83.1,26.871554,80.949437,Gram Ambedkar Nagar,Ward 9,Lucknow Block 6,Zila Parishad Engineering Wing,Registered Contractor V-107 Pvt Ltd,2026-08-03,False,True,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0062,Hon. Member of Parliament (Pune Parliamentary),Maharashtra,Pune,Pune Parliamentary,Upgradation and Tarring of Rural Link Road near Panchayat Bhavan,Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-01-18,2024-03-15,2024-04-10,2024-10-10,2024-10-15,COMPLETED,1445000.0,1445000.0,1515812.78,100.0,100.0,18.582103,73.864783,Gram Kisan Mandi,Ward 18,Pune Block 3,District Urban Development Agency (DUDA),Registered Contractor V-157 Pvt Ltd,2024-09-29,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0063,Hon. Member of Parliament (Bengaluru Rural Parliamentary),Karnataka,Bengaluru Rural,Bengaluru Rural Parliamentary,Erection of Senior Citizen Pavilion at Navodaya Vidyalaya Panchayat,Community Hall & Cultural Centers,Standard infrastructure project under MPLADS guidelines for community hall & cultural centers to improve citizen access and public amenity.,2024-07-19,2024-08-29,2024-10-08,2025-01-20,,IN_PROGRESS,2503000.0,2503000.0,828493.0,29.5,33.1,13.226037,77.534996,Gram Hanuman Chowk,Ward 26,Bengaluru Rural Block 4,Public Health Engineering Department (PHED),Registered Contractor V-138 Pvt Ltd,2026-08-03,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-RA-2024-0064,Hon. Member of Parliament (Jodhpur Parliamentary),Rajasthan,Jodhpur,Jodhpur Parliamentary,Covered Drain Construction from Main Chowk to Ram Mandir,Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-04-13,2024-05-19,2024-06-21,2024-11-06,,IN_PROGRESS,732000.0,732000.0,555588.0,81.4,75.9,26.258527,73.062207,Gram Main Chauraha,Ward 20,Jodhpur Block 2,Gram Panchayat Works Division,Registered Contractor V-159 Pvt Ltd,2026-08-03,False,True,False,True,True,SYNTHETIC_SIMULATED
MPLAD-RA-2024-0065,Hon. Member of Parliament (Jodhpur Parliamentary),Rajasthan,Jodhpur,Jodhpur Parliamentary,"Development of Multipurpose Cultural Hall, Ward 7",Community Hall & Cultural Centers,Standard infrastructure project under MPLADS guidelines for community hall & cultural centers to improve citizen access and public amenity.,2024-02-14,2024-03-07,2024-04-21,2024-07-24,2024-07-16,COMPLETED,2548000.0,2548000.0,2641530.03,100.0,100.0,26.190682,72.991476,Gram Market Yard,Ward 15,Jodhpur Block 3,Public Health Engineering Department (PHED),Registered Contractor V-115 Pvt Ltd,2024-07-07,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0066,Hon. Member of Parliament (Varanasi Parliamentary),Uttar Pradesh,Varanasi,Varanasi Parliamentary,"Modernization of School Boundary Wall and Playground, Ward 29",School Infrastructure & Classrooms,Standard infrastructure project under MPLADS guidelines for school infrastructure & classrooms to improve citizen access and public amenity.,2024-06-15,2024-07-31,2024-09-14,2025-01-17,2025-01-15,COMPLETED,2044000.0,2044000.0,2044309.93,100.0,100.0,25.335583,82.974738,Gram Hanuman Chowk,Ward 22,Varanasi Block 3,Gram Panchayat Works Division,Registered Contractor V-163 Pvt Ltd,2025-01-04,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0067,Hon. Member of Parliament (Bengaluru Rural Parliamentary),Karnataka,Bengaluru Rural,Bengaluru Rural Parliamentary,Development of Science Laboratory & Smart Classroom at Bus Stand,School Infrastructure & Classrooms,Standard infrastructure project under MPLADS guidelines for school infrastructure & classrooms to improve citizen access and public amenity.,2024-02-10,2024-03-30,2024-04-16,2024-10-07,2024-09-25,COMPLETED,2062000.0,2062000.0,2142419.1,100.0,100.0,13.243981,77.614745,Gram Hanuman Chowk,Ward 27,Bengaluru Rural Block 5,District Urban Development Agency (DUDA),Registered Contractor V-125 Pvt Ltd,2024-10-05,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0068,Hon. Member of Parliament (Pune Parliamentary),Maharashtra,Pune,Pune Parliamentary,Installation of Solar Dual Pump Tube Well at Shastri Colony,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-07-29,2024-09-25,2024-10-10,2025-02-12,,IN_PROGRESS,615000.0,615000.0,278595.0,34.3,45.3,18.543199,73.81636,Gram Panchayat Bhavan,Ward 1,Pune Block 3,District Urban Development Agency (DUDA),Registered Contractor V-119 Pvt Ltd,2026-06-14,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0069,Hon. Member of Parliament (Nagpur Parliamentary),Maharashtra,Nagpur,Nagpur Parliamentary,"Construction of CC Road from Gandhi Park to Ambedkar Nagar, Ward 24",Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-01-23,2024-02-20,2024-03-29,2024-08-19,,IN_PROGRESS,1592000.0,1592000.0,1104848.0,69.7,69.4,21.151576,79.058242,Gram Railway Crossing,Ward 17,Nagpur Block 2,Public Works Department (PWD) Rural,Registered Contractor V-134 Pvt Ltd,2026-07-17,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-RA-2024-0070,Hon. Member of Parliament (Jodhpur Parliamentary),Rajasthan,Jodhpur,Jodhpur Parliamentary,Development of Science Laboratory & Smart Classroom at Primary Health Center,School Infrastructure & Classrooms,Standard infrastructure project under MPLADS guidelines for school infrastructure & classrooms to improve citizen access and public amenity.,2024-05-11,2024-06-25,2024-07-23,2025-01-16,2025-01-05,COMPLETED,1929000.0,1929000.0,1946521.74,100.0,100.0,26.220187,72.961703,Gram Hanuman Chowk,Ward 5,Jodhpur Block 3,Gram Panchayat Works Division,Registered Contractor V-108 Pvt Ltd,2024-12-31,True,True,True,True,True,SYNTHETIC_SIMULATED
